ID,착과량(int),수고(m),수관폭1(min),수관폭2(max),수관폭평균,2022-09-01 새순,2022-09-02 새순,2022-09-03 새순,2022-09-04 새순,2022-09-05 새순,2022-09-06 새순,2022-09-07 새순,2022-09-08 새순,2022-09-09 새순,2022-09-10 새순,2022-09-11 새순,2022-09-12 새순,2022-09-13 새순,2022-09-14 새순,2022-09-15 새순,2022-09-16 새순,2022-09-17 새순,2022-09-18 새순,2022-09-19 새순,2022-09-20 새순,2022-09-21 새순,2022-09-22 새순,2022-09-23 새순,2022-09-24 새순,2022-09-25 새순,2022-09-26 새순,2022-09-27 새순,2022-09-28 새순,2022-09-29 새순,2022-09-30 새순,2022-10-01 새순,2022-10-02 새순,2022-10-03 새순,2022-10-04 새순,2022-10-05 새순,2022-10-06 새순,2022-10-07 새순,2022-10-08 새순,2022-10-09 새순,2022-10-10 새순,2022-10-11 새순,2022-10-12 새순,2022-10-13 새순,2022-10-14 새순,2022-10-15 새순,2022-10-16 새순,2022-10-17 새순,2022-10-18 새순,2022-10-19 새순,2022-10-20 새순,2022-10-21 새순,2022-10-22 새순,2022-10-23 새순,2022-10-24 새순,2022-10-25 새순,2022-10-26 새순,2022-10-27 새순,2022-10-28 새순,2022-10-29 새순,2022-10-30 새순,2022-10-31 새순,2022-11-01 새순,2022-11-02 새순,2022-11-03 새순,2022-11-04 새순,2022-11-05 새순,2022-11-06 새순,2022-11-07 새순,2022-11-08 새순,2022-11-09 새순,2022-11-10 새순,2022-11-11 새순,2022-11-12 새순,2022-11-13 새순,2022-11-14 새순,2022-11-15 새순,2022-11-16 새순,2022-11-17 새순,2022-11-18 새순,2022-11-19 새순,2022-11-20 새순,2022-11-21 새순,2022-11-22 새순,2022-11-23 새순,2022-11-24 새순,2022-11-25 새순,2022-11-26 새순,2022-11-27 새순,2022-11-28 새순,2022-09-01 엽록소,2022-09-02 엽록소,2022-09-03 엽록소,2022-09-04 엽록소,2022-09-05 엽록소,2022-09-06 엽록소,2022-09-07 엽록소,2022-09-08 엽록소,2022-09-09 엽록소,2022-09-10 엽록소,2022-09-11 엽록소,2022-09-12 엽록소,2022-09-13 엽록소,2022-09-14 엽록소,2022-09-15 엽록소,2022-09-16 엽록소,2022-09-17 엽록소,2022-09-18 엽록소,2022-09-19 엽록소,2022-09-20 엽록소,2022-09-21 엽록소,2022-09-22 엽록소,2022-09-23 엽록소,2022-09-24 엽록소,2022-09-25 엽록소,2022-09-26 엽록소,2022-09-27 엽록소,2022-09-28 엽록소,2022-09-29 엽록소,2022-09-30 엽록소,2022-10-01 엽록소,2022-10-02 엽록소,2022-10-03 엽록소,2022-10-04 엽록소,2022-10-05 엽록소,2022-10-06 엽록소,2022-10-07 엽록소,2022-10-08 엽록소,2022-10-09 엽록소,2022-10-10 엽록소,2022-10-11 엽록소,2022-10-12 엽록소,2022-10-13 엽록소,2022-10-14 엽록소,2022-10-15 엽록소,2022-10-16 엽록소,2022-10-17 엽록소,2022-10-18 엽록소,2022-10-19 엽록소,2022-10-20 엽록소,2022-10-21 엽록소,2022-10-22 엽록소,2022-10-23 엽록소,2022-10-24 엽록소,2022-10-25 엽록소,2022-10-26 엽록소,2022-10-27 엽록소,2022-10-28 엽록소,2022-10-29 엽록소,2022-10-30 엽록소,2022-10-31 엽록소,2022-11-01 엽록소,2022-11-02 엽록소,2022-11-03 엽록소,2022-11-04 엽록소,2022-11-05 엽록소,2022-11-06 엽록소,2022-11-07 엽록소,2022-11-08 엽록소,2022-11-09 엽록소,2022-11-10 엽록소,2022-11-11 엽록소,2022-11-12 엽록소,2022-11-13 엽록소,2022-11-14 엽록소,2022-11-15 엽록소,2022-11-16 엽록소,2022-11-17 엽록소,2022-11-18 엽록소,2022-11-19 엽록소,2022-11-20 엽록소,2022-11-21 엽록소,2022-11-22 엽록소,2022-11-23 엽록소,2022-11-24 엽록소,2022-11-25 엽록소,2022-11-26 엽록소,2022-11-27 엽록소,2022-11-28 엽록소
TRAIN_1343,145,254.0,298.0,334.0,316.0,4.8,4.8,4.7,4.7,4.6,4.6,4.5,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.0,4.0,3.9,3.9,3.8,3.8,3.7,3.6,3.6,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2.0,2.0,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.0,0.9,0.9,0.9,0.8,0.8,0.7,0.6,0.6,0.5,0.0,0.0,0.0,79.59884808286424,79.58061069446693,79.49306746791068,79.33225285213665,79.3285126375347,79.25545118562388,79.14150087357234,79.11371420369242,78.95181559021658,78.90067755771065,78.87073961420944,78.69155177255378,78.67206424095333,78.51661212011928,78.4751722893465,78.31802063901581,78.14295225581378,77.99056305867072,77.83764856761465,77.72083691992124,77.53889036883224,77.49836068035145,77.3250933603136,77.22195990345114,77.12918079521425,76.99944837508966,76.97531519563636,76.79256411535125,76.756731464548,76.60218742668285,76.48409965603574,76.29275604110123,76.21661283253877,76.15348789072031,76.0598294103301,75.94631587060601,75.8169973894424,75.79540356932608,75.68394838580846,75.48686795903863,75.48221750866081,75.34238526421707,75.16188278383854,75.01526126847078,74.96436271125312,74.79520523330103,74.62142939288479,74.54447365922333,74.34581753688785,74.1558407470958,74.0532824639723,73.98680880338419,73.90865780447483,73.80744080736106,73.7088217492671,73.63978734141081,73.45713516214947,73.27239194703047,73.1413138894111,73.06268073466151,72.97147709351302,72.90014069002129,72.8739516611415,72.8275878666237,72.82394899955928,72.68173839019678,72.63193324718195,72.44399558384653,72.36447960822714,72.17034608870841,72.14988686429007,72.06166094568383,71.91080111436285,71.86868840619385,71.85712873635099,71.68417612625586,71.65651026675144,71.6063974466382,71.49491491371825,71.47548058797864,71.34208338118212,71.17261327654013,70.99113083214145,70.9341549968355,70.78416620781825,70.59448711143357,70.43882707461758,70.30615486142679,70.24837927720323
TRAIN_1182,134,234.0,287.0,316.0,301.5,4.6,4.6,4.5,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.1,4.0,4.0,3.9,3.9,3.8,3.8,3.7,3.7,3.7,3.6,3.5,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.0,3.0,2.9,2.9,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2.0,2.0,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.0,1.0,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.0,0.0,0.0,78.77001217486222,78.60232110543494,78.5601702649966,78.55766407579942,78.38385423141989,78.21528463638676,78.17112792999995,78.12568482670191,77.9948543121025,77.82664766112609,77.67322947054939,77.65465639025923,77.60873534922794,77.53020667092055,77.52498374334795,77.43205383883291,77.33618172350013,77.30826698229032,77.20757052612102,77.05259534885987,77.02841094480482,76.91795036528933,76.88511499537736,76.83971074208078,76.72989730045782,76.63787336271409,76.62689802854395,76.50829955402178,76.47712878144567,76.39562761840276,76.28196439758604,76.27808851061602,76.19972022695465,76.02186426773855,75.8512571259369,75.80479453239235,75.64174602752391,75.45006742766041,75.32612692792422,75.13731562144629,74.96966216773325,74.80141443892926,74.79149707579887,74.62059883131481,74.46140313869054,74.44594862293013,74.43430301901151,74.42580440919781,74.23406039987151,74.12648155887008,74.03541694694037,73.91889836015785,73.8406268110901,73.703004289357,73.64651565694913,73.55901588701191,73.41929390118713,73.36118798743406,73.27915866203918,73.08996645682282,72.92723842202088,72.90240264819631,72.84521269412176,72.70137280585897,72.60278056655477,72.43125413589411,72.35469354351076,72.19560563160317,72.15565596478454,72.12275108853794,72.0981299771954,71.95167333930534,71.88301958675143,71.79341663514455,71.71606924389584,71.65177697843403,71.54741849162485,71.37019148541842,71.20823944457462,71.1450104923635,70.96254261935111,70.80129553305036,70.78708822631808,70.74486652623627,70.55755742390996,70.50509406696817,70.46294509404377,70.29048795287763,70.12506176503608
TRAIN_0182,271,287.0,354.0,386.0,370.0,4.2,4.1,4.1,4.1,4.0,4.0,3.9,3.9,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.5,3.5,3.4,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.1,2.1,2.0,2.0,2.0,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.0,1.0,1.0,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.0,0.0,73.89886414241212,73.77237517243537,73.67316449150982,73.57070244244304,73.52004122132088,73.41722859721425,73.29116442369339,73.10173077914432,72.98475083188782,72.86950719494037,72.83949478257483,72.73870474065531,72.68731842170081,72.6617652827283,72.64320572762846,72.47334676973074,72.36207123530849,72.27147364140224,72.1082576105023,72.055531667624,71.98475161470058,71.7931449422477,71.61750211000772,71.5386841448418,71.48768794798346,71.34048921331352,71.21540853946337,71.04548587703238,70.87368063780998,70.7754682109583,70.76113581354277,70.6263013047051,70.4363902403688,70.3060543903088,70.23864113340083,70.18611703402306,70.04655199063495,69.99580775892318,69.90664397750798,69.77768808258128,69.68303609658766,69.65642423925038,69.48824998189014,69.33287155251762,69.30543905028577,69.29965598166093,69.21934052688951,69.06094638908972,68.90087878600116,68.82681211260736,68.69215860936798,68.63680505355224,68.57934648298716,68.55366076040139,68.47307934745662,68.39798871720092,68.21664631540027,68.14526424780753,68.09328517112057,67.97347497400432,67.91854999711428,67.77537235047589,67.71047580653499,67.55381626449426,67.3822821399253,67.19251622126062,67.17542761090868,67.1386438547673,67.06390880701191,66.99568069084428,66.79714549406029,66.71109119116124,66.52769586443387,66.47264320310984,66.28907600748832,66.27269400124814,66.10656096982329,66.00680379517344,65.82447044214203,65.64004771828309,65.44381580695007,65.2923332997191,65.19720764642197,65.17850032581254,65.09294378385458,65.08338524981842,64.89896922547369,64.70818381109133,64.65570471467164
TRAIN_0170,675,261.0,324.0,391.0,357.5,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,79.38328444930804,79.23555229602576,79.16377084715491,79.11052168399223,79.10668463229298,79.10522051963201,78.94739199649503,78.80867483688097,78.78109732698495,78.65457030042707,78.45919840121788,78.31363245564846,78.12138336227054,78.07807522549636,77.99405149253329,77.95943155537987,77.93463562410501,77.811655277338,77.70574135973497,77.60218517937935,77.47680146288607,77.43024978469049,77.35661689512348,77.17991951016143,77.0764315702803,76.92421688688839,76.86443256967769,76.85282936383855,76.83791107113605,76.65942220545514,76.62090331019573,76.58338049490334,76.43351063044263,76.26922921232317,76.23395164004461,76.10976550800696,76.0115461465306,75.8981815802366,75.85046277809816,75.67624662383318,75.49441178058763,75.36798689147851,75.27340685175369,75.18877880888047,75.0504358687763,74.94621961442542,74.90590168676893,74.84221463189787,74.82693196169134,74.6794380010106,74.51340076075061,74.49200494404212,74.45981369679944,74.28003467119188,74.27533536096638,74.25025589300995,74.2001875760822,74.09218831741741,74.03521263078386,74.02352636641791,73.94819566320096,73.90656674119437,73.85507692816691,73.8443695966079,73.79056003062854,73.70441127342428,73.702256962044,73.6529956102725,73.480067871145,73.40702370039294,73.39333506314401,73.29271853562899,73.18379686969627,73.0193846377485,72.95529441368231,72.9275642905115,72.81852895318573,72.74544603995217,72.73100034222493,72.56035174342846,72.39693794161582,72.3177132296913,72.28620345792717,72.18778883602528,72.10618742990492,72.00524459330883,71.97979745869554,71.91911650484697,71.83910626790633
TRAIN_2067,528,256.0,278.0,382.0,330.0,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,75.86728461378502,75.7385090775289,75.72875549811893,75.5603831997037,75.55948282539784,75.47286986776089,75.31077753677647,75.261157984159,75.19709981389826,75.04541238497757,75.03978429905914,74.9518451392088,74.84577520263608,74.65223455970215,74.54678259128023,74.42151571700312,74.30942138258791,74.13370969462102,73.96334833702156,73.83618281352588,73.74976210632833,73.72004914292675,73.53027909911107,73.35861424967987,73.31606358853603,73.17579034644709,73.12067407634517,72.99639850178633,72.96543280883274,72.87451200945947,72.7774256737669,72.6093242133524,72.45715600124807,72.29721207732118,72.21921336995455,72.14127938673721,72.07618162018233,71.8974143831431,71.86702323972204,71.8139587912407,71.71066365688941,71.54489571316776,71.49839790659769,71.34281787369292,71.17998990709121,71.16007298940217,71.00213347233111,70.96656376612435,70.80638759361354,70.75269520140695,70.70208235539025,70.63788129364487,70.56270600480202,70.41266004579303,70.27383469025126,70.22406800829462,70.07248271422972,70.00558100012269,69.99464213213697,69.89641343857355,69.85229904458694,69.7837236648856,69.77022776757018,69.69094923223243,69.61426015194148,69.43343136427724,69.32544030465617,69.19929970808215,69.02306640711305,68.94673571158569,68.77299859410994,68.76713425599453,68.62178872918074,68.45726653390747,68.42734682179068,68.34427218315523,68.16869785398819,68.13904998425832,68.11104058044656,68.06552627709307,67.89596095264933,67.8927651766997,67.85303885694,67.82599765125735,67.70445079842784,67.58354562298145,67.53286770985089,67.50954301516956,67.35574533369584
TRAIN_1488,569,230.0,300.0,329.0,314.5,3.4,3.4,3.3,3.3,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.1,1.1,1.1,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.6,81.98674156952816,81.95413179406758,81.82652844106099,81.8080437499069,81.63694543269095,81.60884458935597,81.42883235020714,81.37376338342759,81.21705268816008,81.07331322289222,80.9618689402869,80.88623450543497,80.8560742569501,80.75926698737975,80.71270809099862,80.69410496413704,80.50022126355738,80.38004176547403,80.25098388044589,80.17629399792688,80.0022870540991,79.91939816456826,79.87007187930695,79.77354135145431,79.59931618675434,79.46365192833443,79.26557463034904,79.1211594363915,78.97030752886971,78.90169903693793,78.7546399477505,78.68694305961408,78.56000644248523,78.53107012155147,78.36308443242095,78.34229536209808,78.21216779141182,78.07344030272465,77.99810593730884,77.80613061865766,77.77891006096414,77.73146199838608,77.5999278627284,77.44481359718917,77.40083256808421,77.3840714359607,77.36298779558643,77.26237329965416,77.1440590193789,77.10463034138311,77.05336996636208,76.9765518982019,76.94240162249609,76.84407866722964,76.78512226705193,76.76185774347445,76.67920818137459,76.65900598494214,76.49720868249516,76.38565111686476,76.2897569344313,76.19338920241967,76.03661422277388,75.89845071575411,75.87852746349166,75.74684795691138,75.65633851341009,75.47469032806393,75.39120879292521,75.19362091411006,75.1085124022957,75.05269648464989,74.92169212875405,74.89579433984618,74.87839686365943,74.70909418361163,74.54661510321858,74.52896567668071,74.46522929860319,74.40261195853108,74.2787878453339,74.1913696696998,74.0128560548054,73.97217190222446,73.8575258408318,73.686913135822,73.50686539382811,73.44178975007051,73.27938184635394
TRAIN_0187,702,293.0,366.0,421.0,393.5,2.6,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,78.87781224485671,78.8725327918326,78.79438059664605,78.68486007727242,78.66241619064827,78.60926529497135,78.4825521662534,78.32422350986765,78.19805627441602,78.05198290133168,77.93938067422393,77.92418515255117,77.83956307511836,77.75173735742047,77.58587613782423,77.50219270557666,77.33041451203594,77.18183825196071,77.14700359428599,77.04247163039204,76.91176261018737,76.83655508961874,76.72252872851902,76.53130710517419,76.39557120954007,76.22808483662966,76.06497161506977,75.93439493226894,75.85176357015139,75.66046128253228,75.51752585993559,75.33710594357846,75.18366644828298,75.10797247565941,75.10287728624618,75.0588178757374,75.02856282085916,74.92919669191083,74.72928026531713,74.67395556517441,74.55360573742803,74.43359209739889,74.32616997308953,74.1375218161248,73.94755850868317,73.8712038928334,73.67300537259504,73.48453021045066,73.38017163217694,73.35817329894209,73.20287616337876,73.14282448637175,73.05192485505664,72.86835442531316,72.67204600825168,72.50018338522474,72.35378131277399,72.2735608836661,72.11051501178733,72.08648234002942,71.98195580401192,71.93598980283856,71.88172525004218,71.68788769934984,71.50463188723117,71.38440085002512,71.21316122340484,71.20592644829944,71.12826465893664,71.02674204842948,71.00965904352256,70.89104243084842,70.70975861197765,70.6749853161005,70.6431335771601,70.46739167092481,70.39771067238753,70.2182564175423,70.02380092230975,69.85996312006252,69.83105412431522,69.83028450687625,69.69773444871755,69.51544342227322,69.42198331787515,69.32755585357987,69.13098850033388,68.94190411180804,68.87890534848921
TRAIN_0619,536,233.0,398.0,436.0,417.0,3.4,3.3,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.0,2.0,2.0,1.9,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,77.2994955733354,77.21795658431498,77.0781267683949,76.89930041765942,76.85873360268198,76.82285451200764,76.75824288809088,76.68172879678332,76.5962979605409,76.45986120568429,76.3877510458615,76.31158582714652,76.13182822496005,76.02999493365012,76.02671282141648,76.01788760997032,75.9577624123991,75.79766616970332,75.7486916343775,75.66763003832806,75.47388658411698,75.44520848104354,75.35901177947439,75.23798879291496,75.04879396104381,74.95337959929472,74.89054043372944,74.86756963122808,74.84046163475449,74.71349856960752,74.67972500196521,74.65142129901052,74.55274294525846,74.50317276278187,74.40479712754191,74.3050278018233,74.11372470537994,73.96735554213053,73.85188057931173,73.7715716453261,73.71136342504319,73.62134073011427,73.44892784580112,73.40637177288525,73.271163153922,73.13112106464872,73.00127733449841,72.91062871935304,72.7708999630248,72.64425777700482,72.57894675077684,72.37900288562051,72.22705964007076,72.2149160298539,72.05538650725745,71.9229754179243,71.92120252639813,71.85363103174984,71.76018092037911,71.61727657076598,71.55393466398844,71.46731891313227,71.43137972769804,71.31863245481998,71.26114246486483,71.21359955484425,71.12379188954371,71.06440907567833,70.91424889422505,70.77486804116272,70.69057496180045,70.50955721403908,70.31407889711177,70.15049235394821,70.12089966522998,70.11743829841114,69.93967206646882,69.80346073281368,69.79913002060447,69.6089028803908,69.52039118756173,69.48000594778614,69.29125440107694,69.23825127810011,69.17501435945587,68.98189363575008,68.80794624651979,68.67726070286899,68.6628727538665
TRAIN_1966,794,238.0,366.0,467.0,416.5,2.5,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.0,2.0,2.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7,73.03310807522975,72.97030829208522,72.81246935459302,72.67730233393426,72.47983294456321,72.41048480954609,72.25972517227014,72.24997484833081,72.24636893584203,72.22190590997269,72.08874337763928,71.91750688583502,71.81424134274062,71.65055692417185,71.54424060256349,71.48213825802246,71.4220137620567,71.27473393595844,71.11033256874727,70.95784437450219,70.79845928644158,70.63050788036541,70.44137917990314,70.25197276293954,70.12052147536507,70.03712149532392,69.99320372672825,69.9298087178585,69.83772088068491,69.76858384035273,69.6276703424882,69.50020475387821,69.33462586385177,69.26640554953428,69.21651730642802,69.11141884679299,69.03694520045472,69.01765427909727,68.95420420856944,68.8348243176683,68.81795992155372,68.665903554039,68.53241121902909,68.45605679565222,68.43452149422122,68.2801494276074,68.17132797629574,68.01788611473775,67.95555265000162,67.95316823215923,67.89653213423038,67.72797874980218,67.70235180601618,67.5940009422691,67.4940405788813,67.37234415531528,67.22530992702097,67.16624326893742,67.05443523170378,67.00699306563186,66.89083038775335,66.81297012024464,66.72207490749989,66.577440721936,66.56253312690961,66.37012968547866,66.30520292611745,66.27549739902553,66.27048056800402,66.25445792377181,66.19667926441971,66.08172003268983,66.05609676396782,65.86217108770995,65.85677923944795,65.772144266416,65.5929392427665,65.46344451541415,65.26749978120743,65.09813983559947,65.02359152244489,64.87107550258249,64.74728484884656,64.58596123066894,64.44714632247509,64.4459287257104,64.4085790160343,64.2153955318064,64.07094676383977
TRAIN_0158,146,295.0,329.0,420.0,374.5,4.6,4.6,4.5,4.5,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.0,4.0,3.9,3.9,3.8,3.8,3.7,3.7,3.7,3.6,3.6,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.0,3.0,3.0,2.9,2.9,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2.0,2.0,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.0,1.0,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.0,72.77240224732057,72.6157408424562,72.53459215759989,72.52057771397095,72.40092290930203,72.33551779165184,72.1435904381755,72.07579131318677,71.99844275799869,71.97392436460906,71.86862400698688,71.80840944355762,71.70585139306586,71.66945597025034,71.66007899461452,71.48331527114743,71.46540244725566,71.3555438130953,71.17281799473079,71.14637455218791,71.05001686795583,70.88355838048376,70.7574060432511,70.58834335813609,70.58293048972041,70.56256628357421,70.51800219499803,70.49421165241799,70.37425179758633,70.32518312171914,70.28280588862249,70.12387429920557,70.04460447908093,69.98086984726095,69.93775129015272,69.91698551311057,69.80127034645194,69.69772525747561,69.57389444188271,69.56920755306628,69.36996871587411,69.17799707253276,69.07077324856961,68.94771076912845,68.80140833609467,68.73377473454826,68.7306950660296,68.7287014463422,68.61721804582804,68.43175042789169,68.43128312802165,68.41428345799561,68.38405397977986,68.25490495597782,68.18630784984266,68.10260454321583,68.09122258811637,68.05486516681025,67.9277961530123,67.92738848317136,67.89762909567837,67.83597586676112,67.78338612769988,67.75298291171988,67.69985232473992,67.6727696380142,67.52490160974067,67.37540724072028,67.21263782587616,67.12384456346616,66.96040647978687,66.81576161895941,66.78993655112708,66.7781949014118,66.5894286218854,66.43553826551178,66.26346719988727,66.12555662713925,65.95554562083709,65.8410593408912,65.77122864577903,65.76936952729635,65.63789138095927,65.62349664385509,65.57779442868197,65.40541025676195,65.30619492453866,65.1174327536577,65.10735080102178
